"標的名稱","代碼","幣別","類型","成立日期","風險收益等級","配息頻率","淨值日期","淨值","三個月(%)","六個月(%)","一年(%)","三年(%)","成立以來(%)","年化標準差","年化Sharpe","年化Beta","規模日期","基金規模","嘉實基金評等","備註"
"合庫AI電動車及車聯網創新基金(美元)","TF2B","美元","跨國投資股票型全球市場","2019/03/19","RR4","無","2026/05/08","27.88","28.18","30.1","79.41","125.2","178.8","25.39","0.7","1.08","2026/03/31","2.668億","4.5",""
"元大台灣高股息優質龍頭基金(A級別/不配息級別)(本基金之配息來源可能為收益平準金且並無保證收益及配息)","TF2E","台幣","國內股票開放型一般股票型","2020/03/23","RR4","無","2026/05/11","45.43","56.55","111.6","159.3","280.49","354.3","30.92","0.95","1.59","2026/03/31","334.5694億","2.5",""
"摩根太平洋科技基金","TF2H","美元","資訊科技股","1997/08/15","RR5","無","2026/05/08","163.75","24.68","31.77","83.91","121.7","N/A","22.63","0.81","0.72","2026/03/31","921.00百萬(美元)","3.5",""
"摩根基金 - 全球成長基金 - JPM全球成長(美元) - A股(累計)","TF2L","美元","股票型","2005/03/31","RR4","無","2026/05/08","38.61","7.49","6.22","23.28","76.06","286.1","13","0.46","1.35","2026/03/31","436.00百萬(美元)","3.5",""
"安聯台灣大壩基金-A類型-新臺幣","TF2O","台幣","國內股票開放型一般股票型","2000/04/10","RR4","無","2026/05/11","320.14","60.47","119.36","275.35","460.47","3101.4","23.24","1.75","0.9","2026/03/31","535.4472億","5",""
"安聯AI人工智慧基金-AT累積類股(美元)","TF2R","美元","資訊科技股","2017/03/31","RR4","無","2026/05/08","41.179","21.17","21.72","57.29","117.76","311.79","16.52","0.81","0.64","2026/03/31","6616.00百萬(美元)","3.5",""
"安聯主題趨勢基金-AT累積類股(美元)","TF2S","美元","股票型","2019/01/25","RR4","無","2026/05/08","199.6","5.79","8.31","22.09","32.11","99.6","9.02","0.62","0.9","2026/03/31","2490.00百萬(美元)","2.5",""
"安聯綠色債券基金-AT累積類股(美元避險)","TF2V","美元","債券型","2018/11/02","RR2","無","2026/05/07","10.6627","-0.4","0.05","3.09","12.97","6.63","1.88","0.28","0.25","2026/03/31","393.00百萬(歐元)","2.5",""
"凱基開創基金","TF35","台幣","國內股票開放型一般股票型","2001/10/08","RR4","無","2026/05/11","208.33","58.76","111.72","228.29","256.12","1983.3","24.91","1.46","0.8","2026/03/31","8.8398億","3",""
"施羅德環球基金系列－環球永續增長(美元)A-累積","TF36","美元","股票型","2010/11/23","RR3","無","2026/05/08","461.9266","3.8","8.15","19.6","44.92","361.93","9.4","0.53","1","2026/03/31","3730.00百萬(美元)","2.5","ESG基金"
"富蘭克林坦伯頓全球投資系列-美元短期票券基金美元A (acc)股","TF37","美元","貨幣型","2001/05/14","RR1","無","2026/05/08","14.2","0.85","1.79","3.95","14.42","N/A","0.14","7.94","N/A","2026/03/31","2558.00百萬(美元)","3",""
"凱基凱旋貨幣市場基金","TF39","台幣","國內貨幣市場型","2002/06/25","RR1","無","2026/05/11","12.305","0.36","0.72","1.48","4.23","23.02","0.02","2.9","0.0003","2026/03/31","27.3862億","3",""
"富邦貨幣市場基金(原名:日盛貨幣市場基金)","TF3A","台幣","國內貨幣市場型","1997/10/03","RR1","無","2026/05/11","15.7952","0.38","0.76","1.55","4.37","57.95","0.02","3.8","0.0002","2026/03/31","693.3303億","4",""
"安聯台灣科技基金","TF3E","台幣","國內股票開放型科技類","2001/04/03","RR5","無","2026/05/11","764.16","64.03","130.48","293.17","548.97","7541.6","26.65","1.59","0.87","2026/03/31","1413.2201億","4",""
"柏瑞環球基金-柏瑞環球重點股票基金A","TF3F","美元","股票型","2003/12/09","RR3","無","2026/05/08","63.079","0.51","4.66","19.7","64.78","404.63","7.85","0.63","0.82","2026/03/31","2652.00百萬(美元)","3.5",""
"施羅德環球基金系列－環球創新股票(美元)A-累積","TF3G","美元","股票型","2018/12/12","RR4","無","2026/05/08","295.6891","14.78","9.77","28.52","74.24","195.69","16.1","0.45","0.62","2026/03/31","540.00百萬(美元)","4",""
"施羅德環球基金系列－環球氣候變化策略(美元)A-累積","TF3H","美元","環境生態","2007/06/29","RR4","無","2026/05/08","33.17","10.46","16.7","39.15","49.34","231.7","9.15","1.03","0.15","2026/03/31","2157.00百萬(美元)","5","ESG基金"
"凱基環球趨勢基金-新臺幣A(累積)","TF3I","台幣","跨國投資股票型全球市場","2021/05/03","RR3","無","2026/05/08","14.94","14.48","17.27","41.21","73.32","49.4","14.23","0.7","1.19","2026/03/31","2.6576億","2.5",""
"凱基實質收息多重資產基金-新臺幣A(累積)(本基金之配息來源可能為本金)","TF3J","台幣","多重資產型","2023/07/24","RR4","無","2026/05/08","12.4916","3.29","9.39","14.8","N/A","24.92","7.71","0.48","-0.4","2026/03/31","0.6288億","",""
"凱基未來世代關鍵收息多重資產基金-新臺幣A(累積)(本基金之配息來源可能為本金)","TF3K","台幣","多重資產型","2021/03/02","RR4","無","2026/05/08","16.15","16.1","17.88","33.25","64.63","61.5","13.06","0.63","0.39","2026/03/31","2.1438億","3.5",""
"統一黑馬基金","TF3L","台幣","國內股票開放型一般股票型","1994/11/01","RR4","無","2026/05/11","646.48","56.39","95.08","238.22","372.06","8552.45","23.42","1.59","0.73","2026/03/31","272.8733億","4",""
"統一奔騰基金","TF3M","台幣","國內股票開放型科技類","1998/08/11","RR5","無","2026/05/11","750.2","61.55","93.23","238.98","432.28","7402","24.86","1.51","0.44","2026/03/31","448.5349億","3",""
"安聯全球綠能趨勢基金-A類型-新臺幣","TF3Q","台幣","跨國投資股票型全球市場","2006/10/11","RR4","無","2026/05/08","15.92","6.06","19.43","50.33","49.91","59.2","10.62","1.11","0.81","2026/03/31","56.1485億","3.5",""
"安聯全球礦金資源基金-AT累積類股(美元)","TF3R","美元","股票型","2022/09/01","RR4","無","2026/05/08","22.3449","5.64","43.32","88.55","77.76","123.45","18.14","1.04","0.39","2026/02/28","1759.00百萬(美元)","4.5",""
"統一台灣動力基金-A類型","TF3S","台幣","國內股票開放型一般股票型","2007/09/13","RR4","無","2026/05/11","198.56","59.56","94.74","238.09","423.63","1885.6","25.77","1.45","0.73","2026/03/31","70.226億","4",""
"野村台灣運籌基金","TF3T","台幣","國內股票開放型一般股票型","1987/04/29","RR4","","2026/05/11","457.29","66.8","123.43","320.3","524.46","4942.04","26.64","1.67","0.96","2026/03/31","53.7938億","5",""
"野村高科技基金","TF3W","台幣","國內股票開放型科技類","2000/01/31","RR5","無","2026/05/11","123.94","50.32","108.09","259.77","456.03","1139.4","22.59","1.74","0.65","2026/03/31","197.4923億","4.5",""
"富達基金－美元現金基金(A股累計美元)","TF3X","美元","貨幣型","2006/09/25","RR1","無","2026/05/08","13.3945","0.87","1.83","4","14.81","33.95","0.12","9.38","N/A","2026/03/31","2919.00百萬(美元)","3.5",""
"統一強棒貨幣市場基金","TF40","台幣","國內貨幣市場型","1995/06/16","RR1","無","2026/05/11","17.7579","0.37","0.75","1.53","4.36","77.58","0.02","3.46","0.0002","2026/03/31","1317.2794億","3.5",""
"安聯台灣智慧基金","TF42","台幣","國內股票開放型一般股票型","2008/04/24","RR4","無","2026/05/11","411.64","55.92","109.28","263.93","429.64","4016.4","26.81","1.49","1.24","2026/03/31","449.7475億","4",""
"富蘭克林坦伯頓全球投資系列-全球基金美元A(acc)股","TF43","美元","股票型","2001/05/14","RR3","無","2026/05/08","53.55","-0.61","3.78","19.19","31.19","174.47","10.64","0.46","1.03","2026/03/31","545.00百萬(美元)","2",""
"瀚亞投資-日本動力股票基金Aj (日圓)","TF44","日圓","股票型","2014/11/04","RR4","無","2026/05/08","3889","3.9","29.29","54.2","99.13","288.9","15.96","0.8","0.15","2026/03/31","386402.00百萬(日圓)","3.5",""
"瀚亞高科技基金","TF45","台幣","國內股票開放型科技類","1994/11/14","RR5","無","2026/05/11","609.57","62.02","97.23","198.84","414.97","5995.7","30.09","1.12","0.89","2026/03/31","70.1795億","2.5",""
"富蘭克林華美多重資產收益基金分配美元(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)","TF63","美元","多重資產型","2016/05/18","RR3","月配","2026/05/08","9.24","16.54","20.25","36.58","67.38","83.56","12.06","0.74","1.12","2026/03/31","7.0325億","3.5",""
"安聯AI收益成長多重資產基金-B類型(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結)","TF64","美元","多重資產型","2024/08/28","RR3","月配","2026/05/08","13.16","13.68","20.71","43.56","N/A","48.19","13.09","0.8","1.04","2026/03/31","17.6521億","","僅供一生傳富/招財進保/世紀贏家商品連結"
"安聯AI收益成長多重資產基金- HB類型(月配息)-新臺幣(避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)","TF6A","台幣","多重資產型","2024/08/28","RR3","月配","2026/05/08","12.48","12.92","19.44","40.23","N/A","40.85","12.67","0.77","1","2026/03/31","16.7344億","",""
"安聯多元信用債券基金-AMg穩定月收總收益類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)","TF6B","美元","債券型","2018/08/01","RR3","月配","2026/05/08","8.626","-0.22","1.24","5.42","19.94","22.96","1.53","0.77","0.33","2026/03/31","765.00百萬(美元)","3.5",""
"野村全球科技多重資產基金-月配類型美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)","TF6C","美元","多重資產型","2024/07/10","RR3","月配","2026/05/08","14.1699","28.95","34.71","67.93","N/A","58.36","17.8","0.85","1.43","2026/03/31","0.4125億","",""
"野村全天候環球債券基金-月配類型新臺幣計價(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金)","TF6D","台幣","全球組合型債券型","2025/03/03","RR2","月配","2026/05/08","9.3965","-1.82","-0.12","4.19","N/A","-0.5","3.3","0.26","1.12","2026/03/31","2.9742億","",""
"M＆G北美股息基金A(美元月配)F(本基金配息來源可能為本金且並無保證收益及配息)","TF6E","美元","股票型","2024/03/06","RR4","月配","2026/05/08","112.267","3.58","6.38","N/A","N/A","N/A","N/A","N/A","N/A","2026/03/31","367.00百萬(美元)","",""
"M＆G ESG巴黎協議全球永續股票基金A(美元年配)(本基金配息來源可能為本金)","TF6F","美元","股票型","2018/11/09","RR3","年配","2026/05/08","41.1059","2.14","5.23","14.02","36.79","99.79","10.03","0.36","1.03","2026/03/31","3.00百萬(美元)","2","ESG基金"
"富達基金－全球優質債券基金(A股C月配息美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)","TF6G","美元","債券型","2020/04/22","RR2","月配","2026/05/08","8.166","-0.37","1.22","6.95","23.09","26.15","2.07","0.77","0.51","2026/03/31","4559.00百萬(美元)","4",""
"富達基金－永續發展全球存股優勢基金(A股C月配息美元)(本基金之配息來源可能為本金且並無保證收益及配息)","TF6H","美元","股票型","2021/11/10","RR3","月配","2026/05/08","10.38","1.11","9.52","16.76","52.06","48.34","7.62","0.55","0.11","2026/03/31","2459.00百萬(美元)","3",""
"富達基金－美元現金基金(A股【F1穩定月配息】美元)(本基金之配息來源可能為本金)","TF6J","美元","貨幣型","2023/07/26","RR1","月配","2026/05/08","9.9168","0.87","1.83","4","N/A","13.52","0.12","9.39","-0.002","2026/03/31","2919.00百萬(美元)","",""
"富蘭克林華美多重資產收益基金分配新台幣(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)","TF6K","台幣","多重資產型","2016/05/18","RR3","月配","2026/05/08","8.85","15.75","21.64","41.78","71.6","75.96","10.74","0.93","0.83","2026/03/31","34.673億","4",""
"景順環球股票收益基金A-穩定月配息股 美元(基金之配息來源可能為本金)","TF6M","美元","股票型","2014/12/10","RR3","月配","2026/05/08","14.39","5.12","11.46","22.75","67.12","157.95","11.28","0.51","1.12","2026/03/31","914.00百萬(美元)","3.5",""
"景順亞洲資產配置基金A-月配息股 美元","TF6N","美元","平衡型","2013/06/19","RR4","月配","2026/05/08","9.33","8.66","14.17","25.62","38.38","25.65","9.05","0.71","1.1","2026/03/31","135.00百萬(美元)","3",""
"景順亞洲資產配置基金A-穩定月配息股 美元(基金之配息來源可能為本金)","TF6P","美元","平衡型","2013/08/21","RR4","月配","2026/05/08","6.15","8.66","14.18","25.61","38.56","27.11","9.08","0.7","1.1","2026/03/31","135.00百萬(美元)","3",""
"景順亞洲動力基金 A-穩定月配息股 美元(基金之配息來源可能為本金)","TF6Q","美元","股票型","2023/06/28","RR5","月配","2026/05/08","14.32","8.19","17.06","44.32","N/A","59.43","9.71","1.08","1.1","2026/03/31","3880.00百萬(美元)","",""
"摩根大美國領先收成多重資產基金 (月配息型) - 美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金)","TF6R","美元","多重資產型","2024/08/27","RR3","月配","2026/05/08","9.88","4.65","5.03","12.45","N/A","12.72","5.04","0.61","0.33","2026/03/31","7.4762億","",""
"聯博-美國成長基金AP(總報酬月配)級別美元(基金之配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結)","TF6S","美元","股票型","2024/07/24","RR4","月配","2026/05/08","75.48","6.16","3.75","20.93","N/A","26.15","13.62","0.4","1.17","2026/03/31","8041.00百萬(美元)","","僅供一生傳富/招財進保/世紀贏家商品連結"
"摩根投資基金-多重收益基金-JPM多重收益(美元對沖)-A股(穩定月配)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結)","TF6T","美元","平衡型","2021/07/02","RR3","月配","2026/05/08","75.16","2.53","6.49","15.38","31.33","N/A","2.48","1.53","0.25","2026/03/31","19846.00百萬(美元)","2.5","僅供一生傳富/招財進保/世紀贏家商品連結"
"富蘭克林成長基金A股(本基金之配息來源可能為本金)","TF6W","美元","股票型","1948/03/31","RR4","年配","2026/05/08","140.9","4.7","5.18","24.02","66.88","N/A","9.43","0.64","0.81","2026/03/31","16132.00百萬(美元)","3",""
"施羅德全週期成長多重資產基金(新台幣)-配息型(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結)","TF6X","台幣","多重資產型","2021/01/11","RR3","月配","2026/05/08","10.99","3.38","11.05","27.22","48.25","47.15","6.37","1.06","0.41","2026/03/31","16.6117億","3.5","僅供一生傳富/招財進保/世紀贏家商品連結"
"貝萊德世界金融基金 A10美元(總報酬穩定配息)(基金之配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結)","TF6Y","美元","金融股","2022/10/19","RR4","月配","2026/05/08","18.48","-3.69","6.51","33.14","126.25","150.91","20","0.43","2.05","2026/03/31","2358.00百萬(美元)","4.5","僅供一生傳富/招財進保/世紀贏家商品連結"
"景順日本小型企業基金 A(美元對沖)股 美元","TFA1","美元","中小型股","2014/07/23","RR4","無","2026/05/08","38.42","22.08","37.76","64.82","118.05","284.2","12.73","1.15","-0.1","2026/03/31","13550.00百萬(日圓)","5",""
"景順歐洲大陸小型企業基金A(美元對沖)股 美元","TFA2","美元","中小型股","2014/10/08","RR4","無","2026/05/08","32.39","-0.22","4.75","5.64","35.01","223.9","12.24","0.12","0.88","2026/03/31","227.00百萬(美元)","1.5",""
"景順環球消費趨勢基金A股 美元","TFA3","美元","非必需消費股","1994/10/03","RR4","無","2026/05/08","101.64","21.61","4.25","36.76","85.81","N/A","28.22","0.35","1","2026/03/31","1550.00百萬(美元)","5",""
"摩根基金 - 美國小型企業股票基金 - JPM美國小型企業股票(美元) - A股(累計)","TFA5","美元","股票型","2005/03/31","RR4","無","2026/05/08","34.05","0.95","10.73","11.79","19.14","240.5","13.66","0.23","0.67","2026/03/31","735.00百萬(美元)","1",""
"摩根基金 - 美國科技基金 - JPM美國科技(美元) - A股(累計)","TFA6","美元","股票型","2005/03/31","RR4","無","2026/05/08","150.83","23.04","10.9","38.07","129.43","1408.3","25.1","0.39","1.94","2026/03/31","7829.00百萬(美元)","3.5",""
"摩根基金 - 環球醫療科技基金 - JPM環球醫療科技(美元) - A股(累計)","TFA7","美元","健康護理股","2009/10/02","RR3","無","2026/05/08","504.64","-6.2","1.22","10.69","5.63","431.7","12.42","0.22","1.02","2026/03/31","3380.00百萬(美元)","2.5",""
"聯博-全球靈活收益基金A2級別美元(基金之配息來源可能為本金)","TFA8","美元","債券型","2012/02/03","RR2","無","2026/05/08","19.26","0","0.36","2.99","9.74","28.4","1.4","0.36","0.51","2026/03/31","1023.00百萬(美元)","3",""
"聯博-聚焦美國股票基金A級別美元(基金之配息來源可能為本金)","TFA9","美元","股票型","2013/12/23","RR4","無","2026/05/08","44.51","-4.44","-8.06","-4.44","23.4","196.73","8.63","-0.18","0.42","2026/03/31","269.00百萬(美元)","1",""
"美元貨幣帳戶","TFAD","美元","貨幣帳戶","-","RR1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"瀚亞投資-大中華股票基金 A(美元)","TFAI","美元","股票型","2005/02/23","RR5","無","2026/05/08","35.949","17.17","23.91","63.63","73.46","259.49","17.55","0.83","0.85","2026/03/31","80.00百萬(美元)","4.5",""
"瀚亞非洲基金-新臺幣","TFAN","台幣","跨國投資股票型區域型","2008/10/08","RR5","無","2026/05/08","37.53","-1.7","18.65","52.5","67.92","275.3","15.58","0.79","0.77","2026/03/31","4.9426億","3",""
"瀚亞投資-美國優質債券基金 A(美元)","TFAO","美元","公司債券","2005/03/01","RR2","無","2026/05/08","21.215","0.07","0.9","6.01","15.14","112.15","2.13","0.63","0.88","2026/03/31","415.00百萬(美元)","3",""
"貝萊德拉丁美洲基金 A2 美元","TFAP","美元","股票型","1997/01/09","RR5","無","2026/05/08","87.19","-1.09","14.15","30.8","38.66","N/A","16.88","0.47","0.96","2026/03/31","701.00百萬(美元)","1",""
"貝萊德世界黃金基金 A2 美元","TFAQ","美元","貴重金屬","1994/12/30","RR5","無","2026/05/08","110.07","0.84","38.07","94.75","180.36","N/A","27.05","0.75","0.83","2026/03/31","11327.00百萬(美元)","3.5",""
"摩根全球平衡基金","TFAS","台幣","股票債券平衡型跨國投資型","2003/12/09","RR3","無","2026/05/08","18.2903","3.96","10.57","23.63","25.54","82.9","5.82","1.01","0.12","2026/03/31","7.7386億","2.5",""
"富蘭克林坦伯頓全球投資系列-全球債券基金美元A(acc)股(本基金之配息來源可能為本金)","TFAT","美元","債券型","2006/04/28","RR2","無","2026/05/08","28.47","0.49","3.94","10.43","7.56","88.67","3.81","0.67","0.08","2026/03/31","2516.00百萬(美元)","3.5",""
"歐元貨幣帳戶","TFAY","歐元","貨幣帳戶","-","RR1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"聯博-優化波動股票基金A級別美元(基金之配息來源可能為本金)","TFB1","美元","股票型","2012/12/11","RR3","無","2026/05/08","52.51","1.74","2.06","11.2","45.82","250.07","7.11","0.39","0.74","2026/03/31","6972.00百萬(美元)","2.5",""
"安聯收益成長基金-AT累積類股(美元)(本基金有相當比重投資於非投資等級之高風險債券)","TFB2","美元","平衡型","2011/11/18","RR3","無","2026/05/08","31.0305","5.83","8.35","19.2","44.92","210.31","6.11","0.79","0.49","2026/03/31","53240.00百萬(美元)","2.5",""
"安聯歐陸成長基金-AT累積類股(美元避險)","TFB3","美元","股票型","2013/12/04","RR4","無","2026/05/08","20.8415","-1.44","-0.4","-5.68","0.64","108.42","12.08","-0.15","0.66","2026/03/31","196.00百萬(歐元)","1",""
"貝萊德新興市場基金 A2 美元","TFBB","美元","股票型","1993/12/01","RR5","無","2026/05/08","59.42","17.62","31.17","59.13","64.74","N/A","16.54","0.83","1.61","2026/03/31","612.00百萬(美元)","3",""
"貝萊德環球資產配置基金 A2 美元","TFBC","美元","平衡型","1997/01/03","RR3","無","2026/05/08","97.98","3.23","8.31","20.77","44","599.36","6.73","0.77","0.75","2026/03/31","16992.00百萬(美元)","2.5",""
"瀚亞巴西基金","TFBE","台幣","跨國投資股票型單一國家","2010/01/06","RR5","無","2026/05/08","7.64","1.06","22.83","45.52","52.19","-23.6","19.93","0.56","1.14","2026/03/31","8.6909億","2.5",""
"瀚亞中小型股基金","TFBF","台幣","國內股票開放型中小型","1998/04/03","RR5","無","2026/05/11","165.08","58.69","116.75","256.01","366.06","1550.8","24.22","1.61","1.3","2026/03/31","23.7266億","3.5",""
"瀚亞投資-中印股票基金 A(美元)","TFBG","美元","股票型","2005/10/17","RR5","無","2026/05/08","34.247","-4.83","-6.59","4.74","25.19","N/A","10.63","0.11","0.87","2026/03/31","526.00百萬(美元)","",""
"富蘭克林坦伯頓全球投資系列-金磚國家基金美元A (acc)股","TFBH","美元","股票型","2005/10/25","RR5","無","2026/05/08","28.72","1.48","5.59","29.84","66.4","187.2","12.3","0.61","1.26","2026/03/31","423.00百萬(美元)","4.5",""
"凱基台商天下基金","TFBI","台幣","跨國投資股票型區域型","2007/05/08","RR5","無","2026/05/08","65","54.91","92.14","199.26","233.33","550","21.43","1.55","1.91","2026/03/31","5.0647億","5",""
"普徠仕（盧森堡）系列基金－普徠仕亞洲(日本除外)股票基金A級別(美元)(原名稱：普徠仕（盧森堡）系列基金－普徠仕亞洲(除日本除外)股票社會責任基金A級別(美元))","TFBK","美元","股票型","2008/01/28","RR5","無","2026/05/08","25.5","17.67","26.8","51.97","60.38","155","16.37","0.75","1.87","2026/03/31","103.00百萬(美元)","2",""
"普徠仕（盧森堡）系列基金－普徠仕全球天然資源股票基金A級別(美元)","TFBL","美元","股票型","2007/11/05","RR4","無","2026/05/08","14.38","6.2","25.37","43.94","48.86","43.8","10.8","0.97","0.09","2026/03/31","112.00百萬(美元)","4",""
"凱基新興趨勢ETF組合基金","TFBW","台幣","全球組合型其他","2010/08/09","RR4","無","2026/05/08","12.36","15.84","29.97","60.94","69.08","23.6","14.15","0.98","1.23","2026/03/31","1.2383億","4",""
"貝萊德美國中型企業價值基金A2 美元(原名稱：貝萊德美國特別時機基金 A2 美元)","TFCF","美元","股票型","1987/05/13","RR4","無","2026/05/08","433.24","-0.14","8.38","19.18","37.39","N/A","9.34","0.52","0.56","2026/03/31","318.00百萬(美元)","2",""
"貝萊德歐洲特別時機基金 A2 歐元","TFCG","歐元","股票型","2002/10/14","RR4","無","2026/05/08","62.39","0.06","5.02","-0.95","6.8","511.67","13.54","-0.03","1.18","2026/03/31","686.00百萬(歐元)","1",""
"摩根基金－環球天然資源基金 - JPM 環球天然資源(美元)－A股(累計)","TFCH","美元","天然資源","2006/09/12","RR4","無","2026/05/08","23.33","5.85","31.96","66.41","71.8","83.7","13.2","1.13","0.54","2026/03/31","1784.00百萬(美元)","4",""
"摩根基金－新興市場小型企業基金 - JPM新興市場小型企業(美元)- A股perf(累計)","TFCI","美元","股票型","2007/11/15","RR5","無","2026/05/08","24.79","9.11","16.71","30.06","42.55","147.9","9.07","0.82","0.66","2026/03/31","457.00百萬(美元)","1",""
"高盛基金Ⅲ-高盛全球機會股票基金X股美元(原名稱：NN(L)全球機會股票基金X股美元)","TFCJ","美元","股票型","2010/08/10","RR3","無","2026/05/08","446.63","1.68","0.92","-0.4","7.4","80.8","7.32","-0.05","0.7","2026/03/31","205.00百萬(美元)","1",""
"普徠仕（盧森堡）系列基金－普徠仕美國大型價值股票基金A級別(美元)","TFCK","美元","股票型","2003/01/02","RR4","無","2026/05/08","60.38","6.7","17.84","24.49","46.23","503.8","9.3","0.66","0.58","2026/03/31","498.00百萬(美元)","2.5",""
"富蘭克林華美第一富基金-A累積型(台幣)","TFCL","台幣","國內股票開放型一般股票型","2002/12/13","RR4","無","2026/05/11","295.23","56.48","110.56","212.08","297.94","2852.3","22.2","1.56","0.81","2026/03/31","40.4253億","3",""
"景順潛力基金","TFCN","台幣","國內股票開放型一般股票型","1995/08/09","RR4","無","2026/05/11","153.77","47.05","81.27","180.76","261.73","2288.29","23.31","1.35","1.23","2026/03/31","34.3228億","3",""
"凱基台灣精五門基金","TFCO","台幣","國內股票開放型一般股票型","2009/09/03","RR4","無","2026/05/11","185.54","58.35","108.21","235.94","393.59","1755.4","24.18","1.54","0.67","2026/03/31","25.077億","4",""
"高盛基金Ⅲ-高盛新興市場增強股票基金X股美元(本基金非屬環境、社會及治理相關主題之境外基金)(原名稱： NN(L)新興市場增強股票基金X股美元(本基金非屬環境、社會及治理相關主題之境外基金))","TFCX","美元","股票型","1994/07/04","RR5","無","2026/05/08","3244.42","14.59","26.42","53.88","81.15","524.16","13.81","0.91","1.4","2026/03/31","1566.00百萬(美元)","2.5",""
"瀚亞外銷基金A類型–新台幣","TFD1","台幣","國內股票開放型一般股票型","1995/03/27","RR4","無","2026/05/11","294.31","58.92","106.95","228.21","365.09","2840.16","24.96","1.46","0.83","2026/03/31","114.2231億","4",""
