"標的名稱","代碼","幣別","類型","成立日期","風險收益等級","配息頻率","淨值日期","淨值","三個月(%)","六個月(%)","一年(%)","三年(%)","成立以來(%)","年化標準差","年化Sharpe","年化Beta","規模日期","基金規模","嘉實基金評等","備註"
"施羅德環球基金系列－環球永續增長(美元)A-累積","TF36","美元","股票型","2010/11/23","RR3","無","2026/06/12","462.2948","9.05","4.86","13.8","41.68","362.29","9.63","0.37","0.93","2026/04/30","4111.00百萬(美元)","3","ESG基金"
"富蘭克林坦伯頓全球投資系列-美元短期票券基金美元A (acc)股","TF37","美元","貨幣型","2001/05/14","RR1","無","2026/06/12","14.25","0.92","1.79","3.86","14.27","N/A","0.17","6.37","N/A","2026/04/30","2639.00百萬(美元)","3",""
"凱基凱旋貨幣市場基金","TF39","台幣","國內貨幣市場型","2002/06/25","RR1","無","2026/06/15","12.3226","0.38","0.73","1.48","4.27","23.19","0.02","3.37","0.0004","2026/05/31","27.3781億","3",""
"富邦貨幣市場基金(原名:日盛貨幣市場基金)","TF3A","台幣","國內貨幣市場型","1997/10/03","RR1","無","2026/06/15","15.8185","0.4","0.77","1.55","4.41","58.19","0.02","4.86","0.0003","2026/05/31","675.0775億","4",""
"安聯台灣科技基金","TF3E","台幣","國內股票開放型科技類","2001/04/03","RR5","無","2026/06/15","822.59","64.61","129.26","277.85","475.08","8125.9","19.21","2.12","0.63","2026/05/31","2672.4987億","5",""
"柏瑞環球基金-柏瑞環球重點股票基金A","TF3F","美元","股票型","2003/12/09","RR3","無","2026/06/12","62.2569","4.02","1.27","11.81","55.47","398.06","7.96","0.37","0.8","2026/04/30","2957.00百萬(美元)","3",""
"施羅德環球基金系列－環球創新股票(美元)A-累積","TF3G","美元","股票型","2018/12/12","RR4","無","2026/06/12","296.5056","15.63","9.12","20.11","65.79","196.51","13.38","0.39","0.55","2026/04/30","647.00百萬(美元)","3.5",""
"施羅德環球基金系列－環球氣候變化策略(美元)A-累積","TF3H","美元","環境生態","2007/06/29","RR4","無","2026/06/12","32.2045","9.18","10.13","27.55","41.44","222.05","11","0.63","0.22","2026/04/30","2388.00百萬(美元)","4.5","ESG基金"
"凱基環球趨勢基金-新臺幣A(累積)","TF3I","台幣","跨國投資股票型全球市場","2021/05/03","RR3","無","2026/06/12","15.36","19.91","19.16","40.66","68.79","53.6","13.99","0.71","1.23","2026/05/31","3.2209億","3",""
"凱基實質收息多重資產基金-新臺幣A(累積)(本基金之配息來源可能為本金)","TF3J","台幣","多重資產型","2023/07/24","RR4","無","2026/06/12","12.6404","1.56","10.62","14.83","N/A","26.41","7.69","0.49","-0.17","2026/05/31","0.6136億","",""
"凱基未來世代關鍵收息多重資產基金-新臺幣A(累積)(本基金之配息來源可能為本金)","TF3K","台幣","多重資產型","2021/03/02","RR4","無","2026/06/12","16.48","17.3","21.8","30.79","60.78","64.8","11.29","0.68","0.47","2026/05/31","2.5365億","3.5",""
"統一黑馬基金","TF3L","台幣","國內股票開放型一般股票型","1994/11/01","RR4","無","2026/06/15","657.51","46.41","95.28","205.09","287.61","8700.07","20.81","1.63","0.53","2026/05/31","424.2181億","3.5",""
"統一奔騰基金","TF3M","台幣","國內股票開放型科技類","1998/08/11","RR5","無","2026/06/15","774.1","53.93","92.86","205.96","359.27","7641","21.01","1.62","0.24","2026/05/31","725.6533億","3.5",""
"安聯全球綠能趨勢基金-A類型-新臺幣","TF3Q","台幣","跨國投資股票型全球市場","2006/10/11","RR4","無","2026/06/12","16.16","11.76","19.7","44.67","47.71","61.6","11.05","0.96","0.73","2026/05/31","59.9518億","3.5",""
"安聯全球礦金資源基金-AT累積類股(美元)","TF3R","美元","股票型","2022/09/01","RR4","無","2026/06/12","20.9894","-3.8","15.16","70.89","74.89","109.89","25.32","0.64","0.6","2026/04/30","1510.00百萬(歐元)","4.5",""
"統一台灣動力基金-A類型","TF3S","台幣","國內股票開放型一般股票型","2007/09/13","RR4","無","2026/06/15","196.5","46.36","89.75","198.45","329.13","1865","22.29","1.49","0.49","2026/05/31","107.7084億","3",""
"野村台灣運籌基金","TF3T","台幣","國內股票開放型一般股票型","1987/04/29","RR4","","2026/06/15","462.09","54.8","115.01","262.51","401.29","4994.97","21.23","1.86","0.65","2026/05/31","132.9149億","5",""
"野村高科技基金","TF3W","台幣","國內股票開放型科技類","2000/01/31","RR5","無","2026/06/15","121.27","38.47","98.41","202.95","329.88","1112.7","17.81","1.88","0.4","2026/05/31","291.2156億","3.5",""
"富達基金－美元現金基金(A股累計美元)","TF3X","美元","貨幣型","2006/09/25","RR1","無","2026/06/12","13.439","0.88","1.78","3.93","14.64","34.39","0.13","8.71","N/A","2026/04/30","2911.00百萬(美元)","3",""
"統一強棒貨幣市場基金","TF40","台幣","國內貨幣市場型","1995/06/16","RR1","無","2026/06/15","17.7838","0.39","0.76","1.53","4.4","77.84","0.02","4.37","0.0003","2026/05/31","1169.1827億","3.5",""
"安聯台灣智慧基金","TF42","台幣","國內股票開放型一般股票型","2008/04/24","RR4","無","2026/06/15","430.01","55.23","108.84","234.66","364.93","4200.1","19","1.93","0.89","2026/05/31","751.9398億","4.5",""
"富蘭克林坦伯頓全球投資系列-全球基金美元A(acc)股","TF43","美元","股票型","2001/05/14","RR3","無","2026/06/12","52.72","5.88","0.21","9.67","25.73","170.22","11.26","0.22","1.03","2026/04/30","584.00百萬(美元)","2",""
"瀚亞投資-日本動力股票基金Aj (日圓)","TF44","日圓","股票型","2014/11/04","RR4","無","2026/06/12","4099","18.09","27.1","60.87","97.83","309.9","17.29","0.81","0.81","2026/04/30","427544.00百萬(日圓)","4",""
"瀚亞高科技基金","TF45","台幣","國內股票開放型科技類","1994/11/14","RR5","無","2026/06/15","638.18","61.19","100.16","175.71","341.65","6281.8","22.27","1.38","0.66","2026/05/31","119.8771億","2.5",""
"富蘭克林華美多重資產收益基金分配美元(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)","TF63","美元","多重資產型","2016/05/18","RR3","月配","2026/06/12","9.41","20.77","24.15","33.9","71.03","88.51","12.08","0.69","1.1","2026/05/31","9.6614億","4",""
"安聯AI收益成長多重資產基金-B類型(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結)","TF64","美元","多重資產型","2024/08/28","RR3","月配","2026/06/12","13.61","22.16","25.15","41.12","N/A","54.26","11.83","0.84","0.7","2026/05/31","24.0853億","","僅供一生傳富/招財進保/世紀贏家商品連結"
"安聯AI收益成長多重資產基金- HB類型(月配息)-新臺幣(避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)","TF6A","台幣","多重資產型","2024/08/28","RR3","月配","2026/06/12","12.89","21.28","23.9","38.43","N/A","46.44","11.52","0.81","0.68","2026/05/31","21.8248億","",""
"安聯多元信用債券基金-AMg穩定月收總收益類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)","TF6B","美元","債券型","2018/08/01","RR3","月配","2026/06/12","8.6016","0.63","1.17","4.5","19.78","23.33","1.47","0.63","0.39","2026/04/30","784.00百萬(美元)","3.5",""
"野村全球科技多重資產基金-月配類型美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)","TF6C","美元","多重資產型","2024/07/10","RR3","月配","2026/06/12","14.5578","32.45","40.13","65.24","N/A","65.16","17.65","0.84","1.54","2026/05/31","1.0099億","",""
"野村全天候環球債券基金-月配類型新臺幣計價(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金)","TF6D","台幣","全球組合型債券型","2025/03/03","RR2","月配","2026/06/12","9.3478","-0.12","0.48","4.85","N/A","0.19","3.42","0.3","1.11","2026/05/31","2.6228億","",""
"M＆G北美股息基金A(美元月配)F(本基金配息來源可能為本金且並無保證收益及配息)","TF6E","美元","股票型","2024/03/06","RR4","月配","2026/06/12","108.8633","4.74","-1.05","N/A","N/A","N/A","N/A","N/A","N/A","2026/04/30","401.00百萬(美元)","",""
"M＆G ESG巴黎協議全球永續股票基金A(美元年配)(本基金配息來源可能為本金)","TF6F","美元","股票型","2018/11/09","RR3","年配","2026/06/12","40.5083","5.67","-0.23","6.69","28.82","96.89","8.68","0.19","0.81","2026/04/30","335.00百萬(美元)","1.5","ESG基金"
"富達基金－全球優質債券基金(A股C月配息美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)","TF6G","美元","債券型","2020/04/22","RR2","月配","2026/06/12","8.148","1.33","1.4","5.63","23.34","26.77","2.44","0.51","0.57","2026/04/30","4651.00百萬(美元)","4.5",""
"富達基金－永續發展全球存股優勢基金(A股C月配息美元)(本基金之配息來源可能為本金且並無保證收益及配息)","TF6H","美元","股票型","2021/11/10","RR3","月配","2026/06/12","10.42","6.58","7.51","12.46","54.01","50.04","7.16","0.44","0.18","2026/04/30","2763.00百萬(美元)","3.5",""
"富達基金－美元現金基金(A股【F1穩定月配息】美元)(本基金之配息來源可能為本金)","TF6J","美元","貨幣型","2023/07/26","RR1","月配","2026/06/12","9.9156","0.88","1.78","3.93","N/A","13.9","0.13","8.73","-0.001","2026/04/30","2911.00百萬(美元)","",""
"富蘭克林華美多重資產收益基金分配新台幣(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)","TF6K","台幣","多重資產型","2016/05/18","RR3","月配","2026/06/12","9.07","20","25.81","42.82","75.95","81.84","11","0.93","1.01","2026/05/31","45.46億","4",""
"景順環球股票收益基金A-穩定月配息股 美元(基金之配息來源可能為本金)","TF6M","美元","股票型","2014/12/10","RR3","月配","2026/06/12","14.45","9.88","9.48","14.64","64.64","160.36","10.86","0.35","0.78","2026/04/30","1020.00百萬(美元)","3.5",""
"景順亞洲資產配置基金A-月配息股 美元","TF6N","美元","平衡型","2013/06/19","RR4","月配","2026/06/12","9.4","10.21","15.07","22.87","39.76","26.74","10.06","0.57","0.64","2026/04/30","142.00百萬(美元)","3",""
"景順亞洲資產配置基金A-穩定月配息股 美元(基金之配息來源可能為本金)","TF6P","美元","平衡型","2013/08/21","RR4","月配","2026/06/12","6.17","10.13","15.08","22.87","39.89","28.28","10.04","0.58","0.63","2026/04/30","142.00百萬(美元)","3",""
"景順亞洲動力基金 A-穩定月配息股 美元(基金之配息來源可能為本金)","TF6Q","美元","股票型","2023/06/28","RR5","月配","2026/06/12","14.63","12.65","18.52","39.96","N/A","63.54","11.89","0.81","0.73","2026/04/30","4190.00百萬(美元)","",""
"摩根大美國領先收成多重資產基金 (月配息型) - 美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金)","TF6R","美元","多重資產型","2024/08/27","RR3","月配","2026/06/12","10.05","8.71","7.38","12.25","N/A","15.44","5.93","0.51","0.38","2026/05/31","7.1995億","",""
"聯博-美國成長基金AP(總報酬月配)級別美元(基金之配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結)","TF6S","美元","股票型","2024/07/24","RR4","月配","2026/06/12","73.63","8.32","2.28","9.75","N/A","24.4","12.46","0.2","1.07","2026/04/30","9142.00百萬(美元)","","僅供一生傳富/招財進保/世紀贏家商品連結"
"摩根投資基金-多重收益基金-JPM多重收益(美元對沖)-A股(穩定月配)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結)","TF6T","美元","平衡型","2021/07/02","RR3","月配","2026/06/12","75.06","4.72","6.72","14.34","34.07","N/A","3.48","1.02","0.32","2026/04/30","20977.00百萬(美元)","3","僅供一生傳富/招財進保/世紀贏家商品連結"
"富蘭克林成長基金A股(本基金之配息來源可能為本金)","TF6W","美元","股票型","1948/03/31","RR4","年配","2026/06/12","140.56","8.09","5.11","14.97","57.71","N/A","9.87","0.39","0.82","2026/04/30","17555.00百萬(美元)","2.5",""
"施羅德全週期成長多重資產基金(新台幣)-配息型(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結)","TF6X","台幣","多重資產型","2021/01/11","RR3","月配","2026/06/12","11.03","6.79","10.02","25.17","47.48","48.76","6.9","0.91","0.6","2026/05/31","22.4928億","3.5","僅供一生傳富/招財進保/世紀贏家商品連結"
"貝萊德世界金融基金 A10美元(總報酬穩定配息)(基金之配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結)","TF6Y","美元","金融股","2022/10/19","RR4","月配","2026/06/12","18.79","14.18","0.42","24.99","120.17","157.12","19.89","0.34","1.63","2026/04/30","2563.00百萬(美元)","4.5","僅供一生傳富/招財進保/世紀贏家商品連結"
"景順日本小型企業基金 A(美元對沖)股 美元","TFA1","美元","中小型股","2014/07/23","RR4","無","2026/06/12","38.09","13.97","32.81","48.5","103.91","280.9","14.16","0.81","0.35","2026/04/30","16080.00百萬(日圓)","5",""
"景順歐洲大陸小型企業基金A(美元對沖)股 美元","TFA2","美元","中小型股","2014/10/08","RR4","無","2026/06/12","31.83","3.82","-0.28","-2.15","32.51","218.3","9.19","-0.09","0.54","2026/04/30","223.00百萬(美元)","1.5",""
"景順環球消費趨勢基金A股 美元","TFA3","美元","非必需消費股","1994/10/03","RR4","無","2026/06/12","101.69","20.12","4.65","23.16","73.12","N/A","26.83","0.25","0.28","2026/04/30","1850.00百萬(美元)","5",""
"摩根基金 - 美國小型企業股票基金 - JPM美國小型企業股票(美元) - A股(累計)","TFA5","美元","股票型","2005/03/31","RR4","無","2026/06/12","34.4","11.36","5.2","9.38","16.53","244","14.94","0.17","0.62","2026/04/30","787.00百萬(美元)","1",""
"摩根基金 - 美國科技基金 - JPM美國科技(美元) - A股(累計)","TFA6","美元","股票型","2005/03/31","RR4","無","2026/06/12","154.53","25.85","12.5","28.68","98.42","1445.3","24.99","0.31","1.79","2026/04/30","9126.00百萬(美元)","4",""
"摩根基金 - 環球醫療科技基金 - JPM環球醫療科技(美元) - A股(累計)","TFA7","美元","健康護理股","2009/10/02","RR3","無","2026/06/12","526.68","1.87","-0.58","12.8","12.48","454.93","12.25","0.27","1.1","2026/04/30","3219.00百萬(美元)","2.5",""
"聯博-全球靈活收益基金A2級別美元(基金之配息來源可能為本金)","TFA8","美元","債券型","2012/02/03","RR2","無","2026/06/12","19.28","0.78","1","2.28","10.74","28.53","2.18","0.14","0.61","2026/04/30","1136.00百萬(美元)","3",""
"聯博-聚焦美國股票基金A級別美元(基金之配息來源可能為本金)","TFA9","美元","股票型","2013/12/23","RR4","無","2026/06/12","44.77","1.43","-7","-6.9","18.91","198.47","9.17","-0.25","0.49","2026/04/30","254.00百萬(美元)","1",""
"美元貨幣帳戶","TFAD","美元","貨幣帳戶","-","RR1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"瀚亞投資-大中華股票基金 A(美元)","TFAI","美元","股票型","2005/02/23","RR5","無","2026/06/12","35.428","18.31","22.2","48.5","72.86","254.28","17.39","0.67","0.98","2026/04/30","94.00百萬(美元)","5",""
"瀚亞非洲基金-新臺幣","TFAN","台幣","跨國投資股票型區域型","2008/10/08","RR5","無","2026/06/12","36.71","2.26","9.32","40.71","66.18","267.1","16.65","0.6","0.84","2026/05/31","5.1013億","2",""
"瀚亞投資-美國優質債券基金 A(美元)","TFAO","美元","公司債券","2005/03/01","RR2","無","2026/06/12","21.189","0.54","0.58","4.66","16.05","111.89","2.61","0.37","0.87","2026/04/30","417.00百萬(美元)","3",""
"貝萊德拉丁美洲基金 A2 美元","TFAP","美元","股票型","1997/01/09","RR5","無","2026/06/12","81.45","-2.58","3.61","16.29","15.91","N/A","25.71","0.19","1.02","2026/04/30","704.00百萬(美元)","1.5",""
"貝萊德世界黃金基金 A2 美元","TFAQ","美元","貴重金屬","1994/12/30","RR5","無","2026/06/12","91.97","-19.91","-7.26","51.32","164.43","N/A","34.49","0.39","1.02","2026/04/30","11254.00百萬(美元)","3",""
"摩根全球平衡基金","TFAS","台幣","股票債券平衡型跨國投資型","2003/12/09","RR3","無","2026/06/12","18.4108","5.29","10.28","23.58","26.98","84.11","6.57","0.89","0.47","2026/05/31","8.102億","2.5",""
"富蘭克林坦伯頓全球投資系列-全球債券基金美元A(acc)股(本基金之配息來源可能為本金)","TFAT","美元","債券型","2006/04/28","RR2","無","2026/06/12","28.16","1.48","2.77","6.02","7.36","86.61","6.49","0.21","1.18","2026/04/30","2545.00百萬(美元)","3",""
"歐元貨幣帳戶","TFAY","歐元","貨幣帳戶","-","RR1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"聯博-優化波動股票基金A級別美元(基金之配息來源可能為本金)","TFB1","美元","股票型","2012/12/11","RR3","無","2026/06/12","52.5","5.21","1.7","5.7","42.39","250","6.99","0.19","0.65","2026/03/31","6972.00百萬(美元)","2",""
"安聯收益成長基金-AT累積類股(美元)(本基金有相當比重投資於非投資等級之高風險債券)","TFB2","美元","平衡型","2011/11/18","RR3","無","2026/06/12","31.0849","7.75","6.77","15.82","40.4","210.85","6.38","0.62","0.44","2026/04/30","56790.00百萬(美元)","2.5",""
"安聯歐陸成長基金-AT累積類股(美元避險)","TFB3","美元","股票型","2013/12/04","RR4","無","2026/06/12","22.0546","7.43","2.32","-2.04","5.97","120.55","15.09","-0.04","0.55","2026/04/30","204.00百萬(歐元)","1",""
"貝萊德新興市場基金 A2 美元","TFBB","美元","股票型","1993/12/01","RR5","無","2026/06/12","58.84","19.5","26.59","49.3","57.96","N/A","18.39","0.64","1.43","2026/04/30","816.00百萬(美元)","3",""
"貝萊德環球資產配置基金 A2 美元","TFBC","美元","平衡型","1997/01/03","RR3","無","2026/06/12","97.95","6.42","5.64","15.19","42.83","599.14","6.88","0.56","0.69","2026/04/30","18137.00百萬(美元)","2.5",""
"瀚亞巴西基金","TFBE","台幣","跨國投資股票型單一國家","2010/01/06","RR5","無","2026/06/12","6.95","-4.14","8.42","30.15","20.66","-30.5","30.2","0.28","1.18","2026/05/31","7.7277億","2.5",""
"瀚亞中小型股基金","TFBF","台幣","國內股票開放型中小型","1998/04/03","RR5","無","2026/06/15","165.84","48.34","101.38","210.91","301.45","1558.4","20.29","1.7","0.74","2026/05/31","37.7032億","3",""
"瀚亞投資-中印股票基金 A(美元)","TFBG","美元","股票型","2005/10/17","RR5","無","2026/06/12","32.886","-1.2","-9.02","-2.88","21.21","N/A","11.05","-0.09","0.78","2026/04/30","559.00百萬(美元)","",""
"富蘭克林坦伯頓全球投資系列-金磚國家基金美元A (acc)股","TFBH","美元","股票型","2005/10/25","RR5","無","2026/06/12","27.73","4.48","3.74","16.76","59","177.3","12.69","0.34","1.25","2026/04/30","455.00百萬(美元)","4.5",""
"凱基台商天下基金","TFBI","台幣","跨國投資股票型區域型","2007/05/08","RR5","無","2026/06/12","66.38","44.46","90.53","179.14","220.99","563.8","25.59","1.23","1.4","2026/05/31","7.4813億","5",""
"普徠仕（盧森堡）系列基金－普徠仕亞洲(日本除外)股票基金A級別(美元)(原名稱：普徠仕（盧森堡）系列基金－普徠仕亞洲(除日本除外)股票社會責任基金A級別(美元))","TFBK","美元","股票型","2008/01/28","RR5","無","2026/06/12","25.98","23.71","28.81","46.45","62.78","159.8","17.72","0.63","1.06","2026/04/30","116.00百萬(美元)","2.5",""
"普徠仕（盧森堡）系列基金－普徠仕全球天然資源股票基金A級別(美元)","TFBL","美元","股票型","2007/11/05","RR4","無","2026/06/12","14.19","1.5","17.18","33.11","50.16","41.9","13.1","0.63","0.15","2026/04/30","120.00百萬(美元)","4",""
"凱基新興趨勢ETF組合基金","TFBW","台幣","全球組合型其他","2010/08/09","RR4","無","2026/06/12","12.43","20.21","30.7","54.79","67.07","24.3","14.07","0.91","1.12","2026/05/31","1.4142億","4",""
"貝萊德美國中型企業價值基金A2 美元(原名稱：貝萊德美國特別時機基金 A2 美元)","TFCF","美元","股票型","1987/05/13","RR4","無","2026/06/12","456.24","10.89","8.92","19.63","43.08","N/A","10.14","0.49","0.37","2026/04/30","339.00百萬(美元)","2.5",""
"貝萊德歐洲特別時機基金 A2 歐元","TFCG","歐元","股票型","2002/10/14","RR4","無","2026/06/12","64.42","7.31","8.21","-0.22","8.18","531.57","13.99","-0.01","0.98","2026/04/30","657.00百萬(歐元)","1",""
"摩根基金－環球天然資源基金 - JPM 環球天然資源(美元)－A股(累計)","TFCH","美元","天然資源","2006/09/12","RR4","無","2026/06/12","22.71","-2.91","18.16","51.7","73.49","78.82","15.7","0.78","0.52","2026/04/30","1785.00百萬(美元)","4",""
"摩根基金－新興市場小型企業基金 - JPM新興市場小型企業(美元)- A股perf(累計)","TFCI","美元","股票型","2007/11/15","RR5","無","2026/06/12","23.65","5.39","9.39","14.53","32.12","136.5","10.6","0.35","0.77","2026/04/30","494.00百萬(美元)","1",""
"高盛基金Ⅲ-高盛全球機會股票基金X股美元(原名稱：NN(L)全球機會股票基金X股美元)","TFCJ","美元","股票型","2010/08/10","RR3","無","2026/06/12","440.05","4.65","-0.15","-5.04","6.06","78.14","7.27","-0.24","0.64","2026/04/30","224.00百萬(美元)","1",""
"普徠仕（盧森堡）系列基金－普徠仕美國大型價值股票基金A級別(美元)","TFCK","美元","股票型","2003/01/02","RR4","無","2026/06/12","62.09","13.59","15.6","25.18","49.4","520.9","9.46","0.67","0.39","2026/04/30","534.00百萬(美元)","3",""
"富蘭克林華美第一富基金-A累積型(台幣)","TFCL","台幣","國內股票開放型一般股票型","2002/12/13","RR4","無","2026/06/15","309.86","52.47","100.52","200.81","261.27","2998.6","20.2","1.65","0.77","2026/05/31","70.5141億","3.5",""
"景順潛力基金","TFCN","台幣","國內股票開放型一般股票型","1995/08/09","RR4","無","2026/06/12","164.86","51.39","89.32","173.81","248.69","2460.53","24.52","1.25","1.33","2026/05/31","53.0362億","3",""
"凱基台灣精五門基金","TFCO","台幣","國內股票開放型一般股票型","2009/09/03","RR4","無","2026/06/15","194.48","54.03","109.84","231.26","375.5","1844.8","23.11","1.58","0.66","2026/05/31","43.6006億","5",""
"高盛基金Ⅲ-高盛新興市場增強股票基金X股美元(本基金非屬環境、社會及治理相關主題之境外基金)(原名稱： NN(L)新興市場增強股票基金X股美元(本基金非屬環境、社會及治理相關主題之境外基金))","TFCX","美元","股票型","1994/07/04","RR5","無","2026/06/12","3282.75","19.64","26.48","46.7","80.9","531.54","13.96","0.8","1.21","2026/04/30","1790.00百萬(美元)","3",""
"瀚亞外銷基金A類型–新台幣","TFD1","台幣","國內股票開放型一般股票型","1995/03/27","RR4","無","2026/06/15","301.09","50.39","97.72","193.23","295.13","2907.89","20.3","1.61","0.59","2026/05/31","174.7698億","3.5",""
"瀚亞理財通基金A不配息(台幣)(原名稱：瀚亞理財通基金)","TFD3","台幣","股票債券平衡型一般股票型","2000/11/16","RR4","無","2026/06/15","66.04","20.95","30.85","49.21","70.12","560.4","9.25","1.24","0.59","2026/05/31","72.074億","1",""
